[299.0, 299.0, 299.0, 160.0, 299.0]
[227.21, 227.23, 227.21, 227.21, 227.21]
[270.0, 270.0, 270.0, 270.0, 270.0]
[277.0, 277.0, 277.0, 277.0, 277.0]
[276.98, 276.98, 276.98, 276.98, 277.0]
[43.0, 43.0, 43.0, 43.0, 43.0]
[276.98, 276.98, 276.98, 276.98, 276.98]
[324.0, 324.0, 324.0, 324.0, 324.0]
[0.0, 0.0, 172.0, 0.0, 0.0]
[172.0, 34.4, 172.0, 172.0, 172.0]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[38.0, 38.0, 38.0, 38.0, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[34.4, 34.4, 144.48, 34.4, 34.4]
[144.48, 56.42, 144.48, 144.48, 144.48]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[72.0, 72.0, 72.0, 72.0, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[56.42, 56.42, 126.87, 56.42, 56.42]
[126.87, 70.51, 126.87, 126.87, 126.87]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[99.2, 99.2, 99.2, 99.2, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[70.51, 70.51, 115.6, 70.51, 70.51]
[115.6, 79.53, 115.6, 115.6, 115.6]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[120.96, 120.96, 120.96, 120.96, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[79.53, 79.53, 108.39, 79.53, 79.53]
[108.39, 85.3, 108.39, 108.39, 108.39]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[138.37, 138.37, 138.37, 138.37, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[85.3, 85.3, 103.77, 85.3, 85.3]
[103.77, 88.99, 103.77, 103.77, 103.77]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[152.3, 152.3, 152.3, 152.3, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[88.99, 88.99, 100.81, 88.99, 88.99]
[100.81, 91.35, 100.81, 100.81, 100.81]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[163.44, 163.44, 163.44, 163.44, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[91.35, 91.35, 98.92, 91.35, 91.35]
[98.92, 92.86, 98.92, 98.92, 98.92]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[172.35, 172.35, 172.35, 172.35, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[92.86, 92.86, 97.71, 92.86, 92.86]
[97.71, 93.83, 97.71, 97.71, 97.71]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[179.48, 179.48, 179.48, 179.48, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[93.83, 93.83, 96.93, 93.83, 93.83]
[96.93, 94.45, 96.93, 96.93, 96.93]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[185.18, 185.18, 185.18, 185.18, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[94.45, 94.45, 96.43, 94.45, 94.45]
[96.43, 94.85, 96.43, 96.43, 96.43]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[189.74, 189.74, 189.74, 189.74, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[94.85, 94.85, 96.11, 94.85, 94.85]
[96.11, 95.1, 96.11, 96.11, 96.11]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[193.39, 193.39, 193.39, 193.39, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.1, 95.1, 95.91, 95.1, 95.1]
[95.91, 95.26, 95.91, 95.91, 95.91]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[196.31, 196.31, 196.31, 196.31, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.26, 95.26, 95.78, 95.26, 95.26]
[95.78, 95.36, 95.78, 95.78, 95.78]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[198.65, 198.65, 198.65, 198.65, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.36, 95.36, 95.7, 95.36, 95.36]
[95.7, 95.43, 95.7, 95.7, 95.7]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[200.52, 200.52, 200.52, 200.52, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.43, 95.43, 95.65, 95.43, 95.43]
[95.65, 95.47, 95.65, 95.65, 95.65]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[202.02, 202.02, 202.02, 202.02, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.47, 95.47, 95.61, 95.47, 95.47]
[95.61, 95.5, 95.61, 95.61, 95.61]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[203.22, 203.22, 203.22, 203.22, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.5, 95.5, 95.59, 95.5, 95.5]
[95.59, 95.52, 95.59, 95.59, 95.59]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[204.18, 204.18, 204.18, 204.18, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.52, 95.52, 95.58, 95.52, 95.52]
[95.58, 95.53, 95.58, 95.58, 95.58]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[204.94, 204.94, 204.94, 204.94, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.53, 95.53, 95.57, 95.53, 95.53]
[95.57, 95.54, 95.57, 95.57, 95.57]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[205.55, 205.55, 205.55, 205.55, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[206.04, 206.04, 206.04, 206.04, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[206.43, 206.43, 206.43, 206.43, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[206.74, 206.74, 206.74, 206.74, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[206.99, 206.99, 206.99, 206.99, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.19, 207.19, 207.19, 207.19, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.35, 207.35, 207.35, 207.35, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.48, 207.48, 207.48, 207.48, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.58, 207.58, 207.58, 207.58, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.66, 207.66, 207.66, 207.66, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.73, 207.73, 207.73, 207.73, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.78, 207.78, 207.78, 207.78, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.82, 207.82, 207.82, 207.82, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.86, 207.86, 207.86, 207.86, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.89, 207.89, 207.89, 207.89, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.91, 207.91, 207.91, 207.91, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.93, 207.93, 207.93, 207.93, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.94, 207.94, 207.94, 207.94, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.95, 207.95, 207.95, 207.95, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.96, 207.96, 207.96, 207.96, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.97, 207.97, 207.97, 207.97, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[50.0, 50.0, 50.0, 50.0, 50.0]
[208.0, 208.0, 208.0, 208.0, 208.0]
[207.98, 207.98, 207.98, 207.98, 208.0]
[212.0, 212.0, 212.0, 212.0, 212.0]
[155.0, 155.0, 155.0, 155.0, 155.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
